gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group C,some high school,standard,completed,46,45,43
female,group C,some high school,standard,none,66,76,78
male,group D,associate's degree,standard,none,75,67,68
female,group A,some college,standard,none,48,49,56
female,group E,bachelor's degree,free/reduced,completed,69,78,81
female,group D,some college,standard,none,95,97,95
male,group D,some high school,standard,none,46,42,39
female,group C,some high school,standard,none,50,70,59
female,group D,high school,standard,none,76,80,82
male,group C,bachelor's degree,free/reduced,none,43,42,40
male,group D,high school,free/reduced,none,48,47,44
male,group D,high school,free/reduced,none,52,43,39
male,group C,associate's degree,standard,none,78,83,80
male,group C,associate's degree,standard,none,81,67,70
male,group D,associate's degree,standard,none,68,72,73
male,group D,high school,standard,completed,61,49,51
female,group B,high school,standard,none,46,69,63
female,group A,some college,free/reduced,none,50,57,54
male,group D,some high school,standard,none,50,47,48
male,group B,high school,standard,completed,70,72,68
male,group C,some college,standard,none,45,36,31
female,group C,some high school,standard,none,49,60,52
male,group D,high school,standard,none,82,81,75
male,group B,associate's degree,standard,none,83,79,77
female,group B,bachelor's degree,standard,none,44,45,49
male,group C,some college,standard,none,85,75,60
male,group B,high school,standard,none,87,88,83
male,group E,some high school,free/reduced,none,62,48,47
female,group D,some high school,free/reduced,none,51,60,58
female,group B,high school,standard,none,74,78,77
male,group E,bachelor's degree,standard,completed,84,71,78
female,group E,some high school,free/reduced,none,73,79,78
male,group B,bachelor's degree,free/reduced,none,58,66,60
female,group D,some high school,standard,none,66,71,66
male,group D,associate's degree,standard,none,81,81,75
female,group E,some high school,standard,none,71,78,73
female,group C,bachelor's degree,standard,completed,69,87,83
male,group C,high school,standard,completed,61,68,60
female,group C,some college,standard,completed,76,83,91
female,group D,bachelor's degree,free/reduced,none,57,63,69
male,group D,high school,standard,none,73,74,66
male,group C,associate's degree,standard,none,85,83,75
female,group D,some college,free/reduced,completed,55,65,72
male,group D,some high school,free/reduced,completed,73,73,78
female,group E,some college,standard,completed,72,74,78
female,group D,bachelor's degree,standard,none,75,86,88
female,group D,some college,free/reduced,none,72,74,77
female,group D,bachelor's degree,free/reduced,completed,53,59,65
male,group B,master's degree,free/reduced,none,63,71,72
female,group C,associate's degree,standard,none,77,81,87
female,group B,some high school,free/reduced,none,41,50,46
male,group C,some college,standard,completed,73,72,66
female,group B,some high school,free/reduced,none,33,45,44
female,group D,some high school,standard,none,83,77,78
female,group D,some high school,standard,completed,66,66,72
male,group D,high school,standard,none,69,61,57
male,group D,some high school,standard,none,59,50,51
female,group C,master's degree,standard,completed,63,61,66
male,group C,some college,standard,none,74,72,67
male,group B,some college,standard,completed,100,89,91
female,group D,some college,standard,completed,79,82,89
male,group B,master's degree,standard,none,69,73,65
female,group C,associate's degree,standard,none,62,69,66
male,group D,high school,standard,completed,63,60,58
male,group A,associate's degree,free/reduced,none,77,83,81
male,group B,some high school,standard,none,77,72,66
female,group D,some high school,free/reduced,completed,49,60,60
female,group A,high school,free/reduced,completed,75,91,91
male,group E,some high school,standard,none,84,78,67
female,group B,some high school,free/reduced,none,50,66,58
male,group C,some college,standard,completed,74,69,64
male,group D,associate's degree,standard,completed,91,89,93
female,group C,some college,standard,none,39,51,50
female,group D,associate's degree,standard,none,64,71,71
female,group B,bachelor's degree,free/reduced,none,84,90,88
female,group C,associate's degree,standard,completed,82,86,88
male,group C,high school,standard,completed,67,70,64
male,group D,some college,standard,none,72,63,65
female,group C,some high school,standard,none,65,65,68
female,group D,associate's degree,standard,none,59,74,73
female,group B,high school,standard,completed,86,100,100
female,group A,some college,free/reduced,none,62,52,54
male,group C,high school,standard,none,94,80,76
female,group D,some high school,standard,completed,93,100,100
male,group E,bachelor's degree,standard,none,70,54,47
male,group C,associate's degree,standard,none,46,40,35
male,group C,some high school,free/reduced,completed,76,84,76
male,group D,some college,standard,none,70,75,70
female,group C,some high school,free/reduced,none,70,80,76
female,group B,some college,standard,completed,69,75,81
male,group D,high school,standard,none,68,48,49
female,group B,master's degree,standard,none,84,95,95
female,group E,associate's degree,free/reduced,none,64,75,65
male,group C,associate's degree,standard,none,64,58,53
female,group C,associate's degree,standard,completed,73,77,78
female,group D,some college,standard,none,49,54,55
female,group D,some high school,free/reduced,none,55,57,57
male,group B,associate's degree,free/reduced,completed,84,86,77
male,group E,bachelor's degree,standard,completed,100,98,100
male,group E,some college,standard,none,69,57,58
female,group A,bachelor's degree,free/reduced,none,43,59,55
female,group B,bachelor's degree,standard,completed,65,70,75
female,group C,high school,standard,completed,65,78,74
female,group A,some college,standard,none,58,60,63
female,group B,some college,free/reduced,none,63,79,71
female,group D,some college,free/reduced,completed,70,75,77
male,group A,some high school,standard,none,68,68,64
male,group C,associate's degree,standard,none,79,77,64
male,group C,associate's degree,free/reduced,completed,66,51,53
female,group C,some college,free/reduced,none,47,65,60
male,group C,some college,standard,none,57,56,52
male,group D,some college,standard,none,81,76,66
male,group C,some high school,standard,none,76,74,72
female,group D,some high school,standard,none,61,70,66
female,group D,some college,free/reduced,none,82,86,89
male,group C,some high school,standard,completed,62,57,53
female,group C,some high school,free/reduced,none,39,56,51
male,group B,some college,standard,none,40,36,36
female,group A,high school,standard,none,66,78,75
female,group B,high school,standard,none,71,73,69
male,group E,high school,free/reduced,none,77,59,60
female,group D,some college,free/reduced,none,72,84,81
female,group B,bachelor's degree,standard,none,53,66,65
female,group C,bachelor's degree,standard,completed,82,87,91
male,group D,master's degree,standard,none,85,87,79
female,group A,some high school,free/reduced,none,49,61,56
female,group D,some college,standard,completed,75,88,93
male,group C,some college,standard,completed,83,91,91
male,group B,high school,free/reduced,none,67,69,69
female,group D,high school,standard,completed,84,96,99
male,group C,associate's degree,standard,completed,81,63,65
male,group D,high school,standard,completed,75,76,71
male,group C,high school,standard,none,78,70,65
male,group D,bachelor's degree,standard,completed,89,80,86
female,group B,associate's degree,free/reduced,none,73,92,80
male,group C,some high school,free/reduced,none,85,79,75
female,group C,bachelor's degree,standard,completed,87,100,100
female,group D,associate's degree,free/reduced,none,63,89,86
male,group B,some college,standard,none,58,52,44
female,group D,some high school,standard,none,62,71,69
female,group D,bachelor's degree,standard,none,89,96,98
male,group A,high school,standard,completed,57,57,54
female,group A,master's degree,free/reduced,none,61,72,71
female,group C,associate's degree,free/reduced,none,26,44,35
male,group D,some high school,standard,completed,86,87,86
female,group D,associate's degree,standard,completed,72,72,76
male,group D,high school,free/reduced,none,47,48,47
female,group B,associate's degree,standard,completed,66,72,78
female,group B,bachelor's degree,free/reduced,none,43,53,56
male,group D,bachelor's degree,standard,completed,88,80,86
male,group E,bachelor's degree,standard,completed,88,82,87
male,group B,some college,standard,none,70,68,61
male,group E,some college,standard,completed,81,64,70
male,group A,high school,standard,completed,67,64,61
female,group D,high school,standard,completed,68,82,88
male,group B,high school,free/reduced,none,65,60,60
male,group C,some college,standard,none,61,44,47
female,group C,associate's degree,standard,none,49,49,52
male,group C,some college,standard,completed,94,90,87
female,group D,master's degree,standard,none,82,88,94
female,group D,high school,free/reduced,none,75,78,83
male,group C,bachelor's degree,standard,completed,86,88,88
female,group C,master's degree,standard,none,57,63,61
female,group D,bachelor's degree,free/reduced,completed,78,89,93
male,group E,some high school,standard,none,95,71,70
male,group C,high school,standard,completed,98,87,86
female,group B,some college,standard,none,70,79,80
female,group C,some high school,standard,completed,75,99,94
male,group C,master's degree,free/reduced,none,77,79,72
male,group B,high school,free/reduced,none,62,68,61
male,group D,bachelor's degree,standard,none,82,73,72
